




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	PANTHER version 16.0 Released 2020-12-01
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	human_background.txt (Homo sapiens)
Test Type:	BINOMIAL
Correction:	NONE
PANTHER GO-Slim Biological Process	human_background.txt - REFLIST (16250)	upload_1 (830)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
synaptic membrane adhesion (GO:0099560)	3	0	.15	-	 < 0.01	8.58E-01
protein targeting to ER (GO:0045047)	16	0	.82	-	 < 0.01	4.41E-01
bile acid and bile salt transport (GO:0015721)	8	0	.41	-	 < 0.01	6.65E-01
heterochromatin assembly (GO:0031507)	7	0	.36	-	 < 0.01	6.99E-01
monocarboxylic acid transport (GO:0015718)	31	0	1.58	-	 < 0.01	2.05E-01
protein insertion into mitochondrial inner membrane (GO:0045039)	5	0	.26	-	 < 0.01	7.75E-01
regulation of mononuclear cell proliferation (GO:0032944)	25	0	1.28	-	 < 0.01	2.79E-01
mononuclear cell proliferation (GO:0032943)	38	0	1.94	-	 < 0.01	1.43E-01
NADP metabolic process (GO:0006739)	10	0	.51	-	 < 0.01	6.00E-01
phosphatidylglycerol metabolic process (GO:0046471)	2	0	.10	-	 < 0.01	9.03E-01
plasma membrane fusion (GO:0045026)	12	0	.61	-	 < 0.01	5.42E-01
lymphocyte migration (GO:0072676)	30	0	1.53	-	 < 0.01	2.16E-01
immunoglobulin production (GO:0002377)	6	0	.31	-	 < 0.01	7.36E-01
acylglycerol catabolic process (GO:0046464)	13	0	.66	-	 < 0.01	5.15E-01
cellular response to lipopolysaccharide (GO:0071222)	34	0	1.74	-	 < 0.01	1.76E-01
neutral lipid catabolic process (GO:0046461)	13	0	.66	-	 < 0.01	5.15E-01
activin receptor signaling pathway (GO:0032924)	11	0	.56	-	 < 0.01	5.70E-01
establishment of protein localization to peroxisome (GO:0072663)	13	0	.66	-	 < 0.01	5.15E-01
protein localization to peroxisome (GO:0072662)	13	0	.66	-	 < 0.01	5.15E-01
TORC1 signaling (GO:0038202)	13	0	.66	-	 < 0.01	5.15E-01
cellular response to misfolded protein (GO:0071218)	10	0	.51	-	 < 0.01	6.00E-01
icosanoid biosynthetic process (GO:0046456)	8	0	.41	-	 < 0.01	6.65E-01
cellular response to biotic stimulus (GO:0071216)	38	0	1.94	-	 < 0.01	1.43E-01
cellular response to abiotic stimulus (GO:0071214)	21	0	1.07	-	 < 0.01	3.42E-01
positive regulation of cell cycle G1/S phase transition (GO:1902808)	8	0	.41	-	 < 0.01	6.65E-01
regulation of cell cycle G1/S phase transition (GO:1902806)	16	0	.82	-	 < 0.01	4.41E-01
steroid catabolic process (GO:0006706)	5	0	.26	-	 < 0.01	7.75E-01
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	14	0	.72	-	 < 0.01	4.89E-01
cellular carbohydrate catabolic process (GO:0044275)	12	0	.61	-	 < 0.01	5.42E-01
branched-chain amino acid biosynthetic process (GO:0009082)	3	0	.15	-	 < 0.01	8.58E-01
T cell proliferation (GO:0042098)	20	0	1.02	-	 < 0.01	3.60E-01
type 2 immune response (GO:0042092)	3	0	.15	-	 < 0.01	8.58E-01
cardiac muscle contraction (GO:0060048)	12	0	.61	-	 < 0.01	5.42E-01
heart contraction (GO:0060047)	19	0	.97	-	 < 0.01	3.79E-01
retina development in camera-type eye (GO:0060041)	8	0	.41	-	 < 0.01	6.65E-01
cell wall organization or biogenesis (GO:0071554)	1	0	.05	-	 < 0.01	9.50E-01
aromatic amino acid family catabolic process (GO:0009074)	13	0	.66	-	 < 0.01	5.15E-01
aromatic amino acid family metabolic process (GO:0009072)	15	0	.77	-	 < 0.01	4.65E-01
positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	15	0	.77	-	 < 0.01	4.65E-01
negative regulation of leukocyte activation (GO:0002695)	21	0	1.07	-	 < 0.01	3.42E-01
regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	27	0	1.38	-	 < 0.01	2.52E-01
negative regulation of small GTPase mediated signal transduction (GO:0051058)	10	0	.51	-	 < 0.01	6.00E-01
aspartate family amino acid biosynthetic process (GO:0009067)	9	0	.46	-	 < 0.01	6.31E-01
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)	11	0	.56	-	 < 0.01	5.70E-01
aerobic respiration (GO:0009060)	33	0	1.69	-	 < 0.01	1.85E-01
protein mannosylation (GO:0035268)	8	0	.41	-	 < 0.01	6.65E-01
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)	10	0	.51	-	 < 0.01	6.00E-01
positive regulation of secretion (GO:0051047)	17	0	.87	-	 < 0.01	4.19E-01
gliogenesis (GO:0042063)	10	0	.51	-	 < 0.01	6.00E-01
wound healing (GO:0042060)	32	0	1.63	-	 < 0.01	1.95E-01
protein localization to lysosome (GO:0061462)	14	0	.72	-	 < 0.01	4.89E-01
regulation of double-strand break repair via homologous recombination (GO:0010569)	5	0	.26	-	 < 0.01	7.75E-01
B cell activation involved in immune response (GO:0002312)	4	0	.20	-	 < 0.01	8.15E-01
peptidyl-lysine trimethylation (GO:0018023)	4	0	.20	-	 < 0.01	8.15E-01
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	16	0	.82	-	 < 0.01	4.41E-01
establishment of mitotic spindle orientation (GO:0000132)	5	0	.26	-	 < 0.01	7.75E-01
folic acid-containing compound biosynthetic process (GO:0009396)	5	0	.26	-	 < 0.01	7.75E-01
protein kinase B signaling (GO:0043491)	11	0	.56	-	 < 0.01	5.70E-01
connective tissue development (GO:0061448)	9	0	.46	-	 < 0.01	6.31E-01
ionotropic glutamate receptor signaling pathway (GO:0035235)	16	0	.82	-	 < 0.01	4.41E-01
histone exchange (GO:0043486)	8	0	.41	-	 < 0.01	6.65E-01
toll-like receptor 4 signaling pathway (GO:0034142)	4	0	.20	-	 < 0.01	8.15E-01
regulation of cytokine biosynthetic process (GO:0042035)	5	0	.26	-	 < 0.01	7.75E-01
endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	10	0	.51	-	 < 0.01	6.00E-01
endonucleolytic cleavage involved in rRNA processing (GO:0000478)	10	0	.51	-	 < 0.01	6.00E-01
regulation of protein localization to membrane (GO:1905475)	12	0	.61	-	 < 0.01	5.42E-01
regulation of cyclin-dependent protein kinase activity (GO:1904029)	23	0	1.17	-	 < 0.01	3.09E-01
pigmentation (GO:0043473)	11	0	.56	-	 < 0.01	5.70E-01
cleavage involved in rRNA processing (GO:0000469)	16	0	.82	-	 < 0.01	4.41E-01
negative regulation of mitotic sister chromatid segregation (GO:0033048)	12	0	.61	-	 < 0.01	5.42E-01
negative regulation of sister chromatid segregation (GO:0033046)	12	0	.61	-	 < 0.01	5.42E-01
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	11	0	.56	-	 < 0.01	5.70E-01
triglyceride biosynthetic process (GO:0019432)	14	0	.72	-	 < 0.01	4.89E-01
positive regulation of immunoglobulin production (GO:0002639)	3	0	.15	-	 < 0.01	8.58E-01
secondary metabolite biosynthetic process (GO:0044550)	2	0	.10	-	 < 0.01	9.03E-01
protein prenylation (GO:0018342)	9	0	.46	-	 < 0.01	6.31E-01
regulation of G protein-coupled receptor signaling pathway (GO:0008277)	12	0	.61	-	 < 0.01	5.42E-01
non-canonical Wnt signaling pathway (GO:0035567)	19	0	.97	-	 < 0.01	3.79E-01
positive regulation of phospholipase activity (GO:0010518)	38	0	1.94	-	 < 0.01	1.43E-01
regulation of phospholipase activity (GO:0010517)	40	0	2.04	-	 < 0.01	1.29E-01
cilium or flagellum-dependent cell motility (GO:0001539)	22	0	1.12	-	 < 0.01	3.25E-01
tricarboxylic acid cycle (GO:0006099)	17	0	.87	-	 < 0.01	4.19E-01
tissue homeostasis (GO:0001894)	13	0	.66	-	 < 0.01	5.15E-01
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)	5	0	.26	-	 < 0.01	7.75E-01
homotypic cell-cell adhesion (GO:0034109)	10	0	.51	-	 < 0.01	6.00E-01
positive regulation of phospholipase C activity (GO:0010863)	37	0	1.89	-	 < 0.01	1.51E-01
liver development (GO:0001889)	3	0	.15	-	 < 0.01	8.58E-01
regulation of tissue remodeling (GO:0034103)	5	0	.26	-	 < 0.01	7.75E-01
pseudouridine synthesis (GO:0001522)	12	0	.61	-	 < 0.01	5.42E-01
tetrapyrrole metabolic process (GO:0033013)	14	0	.72	-	 < 0.01	4.89E-01
negative regulation of cell adhesion (GO:0007162)	27	0	1.38	-	 < 0.01	2.52E-01
cell-matrix adhesion (GO:0007160)	24	0	1.23	-	 < 0.01	2.93E-01
negative regulation of DNA-binding transcription factor activity (GO:0043433)	9	0	.46	-	 < 0.01	6.31E-01
microtubule anchoring (GO:0034453)	7	0	.36	-	 < 0.01	6.99E-01
regulation of chromatin assembly (GO:0010847)	3	0	.15	-	 < 0.01	8.58E-01
positive regulation of protein polymerization (GO:0032273)	32	0	1.63	-	 < 0.01	1.95E-01
action potential (GO:0001508)	30	0	1.53	-	 < 0.01	2.16E-01
positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)	4	0	.20	-	 < 0.01	8.15E-01
myeloid cell differentiation (GO:0030099)	23	0	1.17	-	 < 0.01	3.09E-01
muscle cell differentiation (GO:0042692)	30	0	1.53	-	 < 0.01	2.16E-01
phytosteroid metabolic process (GO:0016128)	1	0	.05	-	 < 0.01	9.50E-01
secondary metabolic process (GO:0019748)	7	0	.36	-	 < 0.01	6.99E-01
lymphocyte differentiation (GO:0030098)	31	0	1.58	-	 < 0.01	2.05E-01
hemopoiesis (GO:0030097)	66	0	3.37	-	 < 0.01	3.41E-02
male meiotic nuclear division (GO:0007140)	5	0	.26	-	 < 0.01	7.75E-01
mitotic sister chromatid separation (GO:0051306)	18	0	.92	-	 < 0.01	3.99E-01
regulation of cell division (GO:0051302)	16	0	.82	-	 < 0.01	4.41E-01
oligosaccharide biosynthetic process (GO:0009312)	2	0	.10	-	 < 0.01	9.03E-01
positive regulation of translational initiation (GO:0045948)	9	0	.46	-	 < 0.01	6.31E-01
syncytium formation by plasma membrane fusion (GO:0000768)	3	0	.15	-	 < 0.01	8.58E-01
carotenoid biosynthetic process (GO:0016117)	1	0	.05	-	 < 0.01	9.50E-01
male gonad development (GO:0008584)	6	0	.31	-	 < 0.01	7.36E-01
antibacterial humoral response (GO:0019731)	18	0	.92	-	 < 0.01	3.99E-01
mesoderm development (GO:0007498)	11	0	.56	-	 < 0.01	5.70E-01
negative regulation of MAPK cascade (GO:0043409)	20	0	1.02	-	 < 0.01	3.60E-01
negative regulation of MAP kinase activity (GO:0043407)	17	0	.87	-	 < 0.01	4.19E-01
endoderm development (GO:0007492)	10	0	.51	-	 < 0.01	6.00E-01
UDP-N-acetylglucosamine metabolic process (GO:0006047)	9	0	.46	-	 < 0.01	6.31E-01
regulation of mitochondrion organization (GO:0010821)	12	0	.61	-	 < 0.01	5.42E-01
spindle localization (GO:0051653)	12	0	.61	-	 < 0.01	5.42E-01
amino sugar metabolic process (GO:0006040)	25	0	1.28	-	 < 0.01	2.79E-01
negative regulation of mitotic sister chromatid separation (GO:2000816)	12	0	.61	-	 < 0.01	5.42E-01
insulin secretion (GO:0030073)	6	0	.31	-	 < 0.01	7.36E-01
homologous chromosome pairing at meiosis (GO:0007129)	8	0	.41	-	 < 0.01	6.65E-01
peptide hormone secretion (GO:0030072)	10	0	.51	-	 < 0.01	6.00E-01
regulation of mitotic metaphase/anaphase transition (GO:0030071)	15	0	.77	-	 < 0.01	4.65E-01
regulation of hormone levels (GO:0010817)	38	0	1.94	-	 < 0.01	1.43E-01
nucleus localization (GO:0051647)	5	0	.26	-	 < 0.01	7.75E-01
positive regulation of exocytosis (GO:0045921)	9	0	.46	-	 < 0.01	6.31E-01
actomyosin contractile ring organization (GO:0044837)	2	0	.10	-	 < 0.01	9.03E-01
nucleotide-excision repair, DNA incision (GO:0033683)	5	0	.26	-	 < 0.01	7.75E-01
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	27	0	1.38	-	 < 0.01	2.52E-01
nucleobase-containing small molecule biosynthetic process (GO:0034404)	25	0	1.28	-	 < 0.01	2.79E-01
kidney development (GO:0001822)	5	0	.26	-	 < 0.01	7.75E-01
cellular response to environmental stimulus (GO:0104004)	21	0	1.07	-	 < 0.01	3.42E-01
negative regulation of DNA recombination (GO:0045910)	9	0	.46	-	 < 0.01	6.31E-01
DNA catabolic process, endonucleolytic (GO:0000737)	8	0	.41	-	 < 0.01	6.65E-01
mitotic DNA replication checkpoint (GO:0033314)	7	0	.36	-	 < 0.01	6.99E-01
somatic recombination of immunoglobulin gene segments (GO:0016447)	3	0	.15	-	 < 0.01	8.58E-01
DNA synthesis involved in DNA repair (GO:0000731)	10	0	.51	-	 < 0.01	6.00E-01
somatic cell DNA recombination (GO:0016444)	4	0	.20	-	 < 0.01	8.15E-01
regulation of gene silencing (GO:0060968)	11	0	.56	-	 < 0.01	5.70E-01
negative regulation of cellular response to growth factor stimulus (GO:0090288)	28	0	1.43	-	 < 0.01	2.39E-01
response to toxic substance (GO:0009636)	23	0	1.17	-	 < 0.01	3.09E-01
mRNA splice site selection (GO:0006376)	11	0	.56	-	 < 0.01	5.70E-01
negative regulation of chromosome segregation (GO:0051985)	13	0	.66	-	 < 0.01	5.15E-01
iron ion transmembrane transport (GO:0034755)	6	0	.31	-	 < 0.01	7.36E-01
DNA double-strand break processing (GO:0000729)	4	0	.20	-	 < 0.01	8.15E-01
non-recombinational repair (GO:0000726)	16	0	.82	-	 < 0.01	4.41E-01
mitotic G2/M transition checkpoint (GO:0044818)	11	0	.56	-	 < 0.01	5.70E-01
fibroblast growth factor receptor signaling pathway (GO:0008543)	32	0	1.63	-	 < 0.01	1.95E-01
cognition (GO:0050890)	7	0	.36	-	 < 0.01	6.99E-01
positive regulation of peptide hormone secretion (GO:0090277)	4	0	.20	-	 < 0.01	8.15E-01
regulation of peptide hormone secretion (GO:0090276)	8	0	.41	-	 < 0.01	6.65E-01
negative regulation of metaphase/anaphase transition of cell cycle (GO:1902100)	12	0	.61	-	 < 0.01	5.42E-01
cell-cell recognition (GO:0009988)	13	0	.66	-	 < 0.01	5.15E-01
transcription initiation from RNA polymerase II promoter (GO:0006367)	28	0	1.43	-	 < 0.01	2.39E-01
transcription by RNA polymerase I (GO:0006360)	10	0	.51	-	 < 0.01	6.00E-01
quaternary ammonium group transport (GO:0015697)	3	0	.15	-	 < 0.01	8.58E-01
organic cation transport (GO:0015695)	13	0	.66	-	 < 0.01	5.15E-01
defense response to virus (GO:0051607)	30	0	1.53	-	 < 0.01	2.16E-01
detection of stimulus (GO:0051606)	59	0	3.01	-	 < 0.01	4.88E-02
response to virus (GO:0009615)	33	0	1.69	-	 < 0.01	1.85E-01
regulation of synaptic transmission, glutamatergic (GO:0051966)	19	0	.97	-	 < 0.01	3.79E-01
response to mechanical stimulus (GO:0009612)	14	0	.72	-	 < 0.01	4.89E-01
DNA-templated transcription, initiation (GO:0006352)	40	0	2.04	-	 < 0.01	1.29E-01
regulation of microtubule polymerization or depolymerization (GO:0031110)	20	0	1.02	-	 < 0.01	3.60E-01
nervous system process (GO:0050877)	161	0	8.22	-	 < 0.01	2.58E-04
transition metal ion homeostasis (GO:0055076)	42	0	2.15	-	 < 0.01	1.17E-01
iron ion homeostasis (GO:0055072)	14	0	.72	-	 < 0.01	4.89E-01
regulation of phospholipase C activity (GO:1900274)	37	0	1.89	-	 < 0.01	1.51E-01
positive regulation of secretion by cell (GO:1903532)	16	0	.82	-	 < 0.01	4.41E-01
copper ion homeostasis (GO:0055070)	3	0	.15	-	 < 0.01	8.58E-01
chromatin silencing at telomere (GO:0006348)	5	0	.26	-	 < 0.01	7.75E-01
septin ring organization (GO:0031106)	2	0	.10	-	 < 0.01	9.03E-01
DNA replication-independent nucleosome organization (GO:0034724)	6	0	.31	-	 < 0.01	7.36E-01
chromatin silencing (GO:0006342)	20	0	1.02	-	 < 0.01	3.60E-01
negative regulation of T cell activation (GO:0050868)	17	0	.87	-	 < 0.01	4.19E-01
negative regulation of cell activation (GO:0050866)	21	0	1.07	-	 < 0.01	3.42E-01
regulation of receptor-mediated endocytosis (GO:0048259)	10	0	.51	-	 < 0.01	6.00E-01
peripheral nervous system development (GO:0007422)	3	0	.15	-	 < 0.01	8.58E-01
mitochondrial translation (GO:0032543)	18	0	.92	-	 < 0.01	3.99E-01
prostaglandin metabolic process (GO:0006693)	8	0	.41	-	 < 0.01	6.65E-01
icosanoid metabolic process (GO:0006690)	16	0	.82	-	 < 0.01	4.41E-01
cell adhesion mediated by integrin (GO:0033627)	13	0	.66	-	 < 0.01	5.15E-01
B cell receptor signaling pathway (GO:0050853)	20	0	1.02	-	 < 0.01	3.60E-01
synapse assembly (GO:0007416)	21	0	1.07	-	 < 0.01	3.42E-01
macrophage chemotaxis (GO:0048246)	4	0	.20	-	 < 0.01	8.15E-01
sperm capacitation (GO:0048240)	6	0	.31	-	 < 0.01	7.36E-01
liposaccharide metabolic process (GO:1903509)	38	0	1.94	-	 < 0.01	1.43E-01
mitochondrial proton-transporting ATP synthase complex assembly (GO:0033615)	3	0	.15	-	 < 0.01	8.58E-01
positive regulation of calcium ion transport (GO:0051928)	8	0	.41	-	 < 0.01	6.65E-01
male gamete generation (GO:0048232)	35	0	1.79	-	 < 0.01	1.67E-01
mitochondrial outer membrane translocase complex assembly (GO:0070096)	2	0	.10	-	 < 0.01	9.03E-01
regulation of calcium ion transport (GO:0051924)	22	0	1.12	-	 < 0.01	3.25E-01
defense response to fungus (GO:0050832)	2	0	.10	-	 < 0.01	9.03E-01
cellular response to chemical stress (GO:0062197)	19	0	.97	-	 < 0.01	3.79E-01
positive regulation of stress-activated MAPK cascade (GO:0032874)	23	0	1.17	-	 < 0.01	3.09E-01
late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511)	17	0	.87	-	 < 0.01	4.19E-01
regulation of stress-activated MAPK cascade (GO:0032872)	31	0	1.58	-	 < 0.01	2.05E-01
DNA catabolic process (GO:0006308)	12	0	.61	-	 < 0.01	5.42E-01
nucleotide transmembrane transport (GO:1901679)	2	0	.10	-	 < 0.01	9.03E-01
double-strand break repair via nonhomologous end joining (GO:0006303)	12	0	.61	-	 < 0.01	5.42E-01
glycolipid metabolic process (GO:0006664)	37	0	1.89	-	 < 0.01	1.51E-01
phosphatidylinositol biosynthetic process (GO:0006661)	28	0	1.43	-	 < 0.01	2.39E-01
defense response to Gram-negative bacterium (GO:0050829)	15	0	.77	-	 < 0.01	4.65E-01
vesicle transport along microtubule (GO:0047496)	12	0	.61	-	 < 0.01	5.42E-01
cytokinetic process (GO:0032506)	6	0	.31	-	 < 0.01	7.36E-01
negative regulation of cell cycle G2/M phase transition (GO:1902750)	13	0	.66	-	 < 0.01	5.15E-01
hormone transport (GO:0009914)	14	0	.72	-	 < 0.01	4.89E-01
phosphatidylglycerol biosynthetic process (GO:0006655)	1	0	.05	-	 < 0.01	9.50E-01
negative regulation of coagulation (GO:0050819)	5	0	.26	-	 < 0.01	7.75E-01
regulation of coagulation (GO:0050818)	9	0	.46	-	 < 0.01	6.31E-01
coagulation (GO:0050817)	18	0	.92	-	 < 0.01	3.99E-01
cardiac muscle cell development (GO:0055013)	6	0	.31	-	 < 0.01	7.36E-01
regulation of membrane permeability (GO:0090559)	4	0	.20	-	 < 0.01	8.15E-01
ATP synthesis coupled proton transport (GO:0015986)	31	0	1.58	-	 < 0.01	2.05E-01
energy coupled proton transport, down electrochemical gradient (GO:0015985)	31	0	1.58	-	 < 0.01	2.05E-01
triglyceride metabolic process (GO:0006641)	30	0	1.53	-	 < 0.01	2.16E-01
establishment of protein localization to endoplasmic reticulum (GO:0072599)	16	0	.82	-	 < 0.01	4.41E-01
cardiac muscle cell differentiation (GO:0055007)	7	0	.36	-	 < 0.01	6.99E-01
melanocyte differentiation (GO:0030318)	3	0	.15	-	 < 0.01	8.58E-01
flagellated sperm motility (GO:0030317)	10	0	.51	-	 < 0.01	6.00E-01
striated muscle cell development (GO:0055002)	21	0	1.07	-	 < 0.01	3.42E-01
osteoclast differentiation (GO:0030316)	9	0	.46	-	 < 0.01	6.31E-01
muscle cell development (GO:0055001)	23	0	1.17	-	 < 0.01	3.09E-01
acylglycerol metabolic process (GO:0006639)	40	0	2.04	-	 < 0.01	1.29E-01
neutral lipid metabolic process (GO:0006638)	40	0	2.04	-	 < 0.01	1.29E-01
nuclear envelope organization (GO:0006998)	11	0	.56	-	 < 0.01	5.70E-01
unsaturated fatty acid biosynthetic process (GO:0006636)	6	0	.31	-	 < 0.01	7.36E-01
heart process (GO:0003015)	20	0	1.02	-	 < 0.01	3.60E-01
clathrin-dependent endocytosis (GO:0072583)	19	0	.97	-	 < 0.01	3.79E-01
T cell activation involved in immune response (GO:0002286)	16	0	.82	-	 < 0.01	4.41E-01
lymphocyte activation involved in immune response (GO:0002285)	19	0	.97	-	 < 0.01	3.79E-01
positive regulation of cation channel activity (GO:2001259)	5	0	.26	-	 < 0.01	7.75E-01
regulation of cation channel activity (GO:2001257)	32	0	1.63	-	 < 0.01	1.95E-01
skeletal muscle contraction (GO:0003009)	8	0	.41	-	 < 0.01	6.65E-01
protein processing involved in protein targeting to mitochondrion (GO:0006627)	5	0	.26	-	 < 0.01	7.75E-01
protein targeting to peroxisome (GO:0006625)	13	0	.66	-	 < 0.01	5.15E-01
protein targeting to lysosome (GO:0006622)	7	0	.36	-	 < 0.01	6.99E-01
negative regulation of cell-cell adhesion (GO:0022408)	18	0	.92	-	 < 0.01	3.99E-01
posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620)	7	0	.36	-	 < 0.01	6.99E-01
negative regulation of mitotic cell cycle phase transition (GO:1901991)	29	0	1.48	-	 < 0.01	2.27E-01
cellular response to light stimulus (GO:0071482)	12	0	.61	-	 < 0.01	5.42E-01
hematopoietic or lymphoid organ development (GO:0048534)	66	0	3.37	-	 < 0.01	3.41E-02
response to oxidative stress (GO:0006979)	29	0	1.48	-	 < 0.01	2.27E-01
negative regulation of cell cycle phase transition (GO:1901988)	30	0	1.53	-	 < 0.01	2.16E-01
interstrand cross-link repair (GO:0036297)	9	0	.46	-	 < 0.01	6.31E-01
protein targeting to membrane (GO:0006612)	42	0	2.15	-	 < 0.01	1.17E-01
response to osmotic stress (GO:0006970)	4	0	.20	-	 < 0.01	8.15E-01
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	4	0	.20	-	 < 0.01	8.15E-01
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	13	0	.66	-	 < 0.01	5.15E-01
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	17	0	.87	-	 < 0.01	4.19E-01
positive regulation of apoptotic signaling pathway (GO:2001235)	10	0	.51	-	 < 0.01	6.00E-01
cellular response to osmotic stress (GO:0071470)	1	0	.05	-	 < 0.01	9.50E-01
positive regulation of DNA-templated transcription, initiation (GO:2000144)	6	0	.31	-	 < 0.01	7.36E-01
regulation of DNA-templated transcription, initiation (GO:2000142)	7	0	.36	-	 < 0.01	6.99E-01
regulation of wound healing (GO:0061041)	10	0	.51	-	 < 0.01	6.00E-01
amino sugar catabolic process (GO:0046348)	8	0	.41	-	 < 0.01	6.65E-01
adaptive immune response (GO:0002250)	45	0	2.30	-	 < 0.01	1.00E-01
spermatid differentiation (GO:0048515)	18	0	.92	-	 < 0.01	3.99E-01
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	23	0	1.17	-	 < 0.01	3.09E-01
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	38	0	1.94	-	 < 0.01	1.43E-01
complement activation (GO:0006956)	8	0	.41	-	 < 0.01	6.65E-01
multicellular organismal homeostasis (GO:0048871)	17	0	.87	-	 < 0.01	4.19E-01
regulation of ERK1 and ERK2 cascade (GO:0070372)	41	0	2.09	-	 < 0.01	1.23E-01
DNA replication checkpoint (GO:0000076)	11	0	.56	-	 < 0.01	5.70E-01
ERK1 and ERK2 cascade (GO:0070371)	41	0	2.09	-	 < 0.01	1.23E-01
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	5	0	.26	-	 < 0.01	7.75E-01
positive regulation of JNK cascade (GO:0046330)	20	0	1.02	-	 < 0.01	3.60E-01
syncytium formation (GO:0006949)	3	0	.15	-	 < 0.01	8.58E-01
striated muscle contraction (GO:0006941)	19	0	.97	-	 < 0.01	3.79E-01
response to molecule of bacterial origin (GO:0002237)	42	0	2.15	-	 < 0.01	1.17E-01
regulation of JNK cascade (GO:0046328)	26	0	1.33	-	 < 0.01	2.65E-01
response to cadmium ion (GO:0046686)	10	0	.51	-	 < 0.01	6.00E-01
cilium movement involved in cell motility (GO:0060294)	19	0	.97	-	 < 0.01	3.79E-01
pyrimidine-containing compound metabolic process (GO:0072527)	19	0	.97	-	 < 0.01	3.79E-01
toll-like receptor signaling pathway (GO:0002224)	22	0	1.12	-	 < 0.01	3.25E-01
pattern recognition receptor signaling pathway (GO:0002221)	22	0	1.12	-	 < 0.01	3.25E-01
cilium-dependent cell motility (GO:0060285)	22	0	1.12	-	 < 0.01	3.25E-01
long-chain fatty acid transport (GO:0015909)	8	0	.41	-	 < 0.01	6.65E-01
positive regulation of T cell differentiation (GO:0045582)	6	0	.31	-	 < 0.01	7.36E-01
transition metal ion transport (GO:0000041)	46	0	2.35	-	 < 0.01	9.51E-02
regulation of signaling receptor activity (GO:0010469)	30	0	1.53	-	 < 0.01	2.16E-01
ATP-dependent chromatin remodeling (GO:0043044)	26	0	1.33	-	 < 0.01	2.65E-01
male sex differentiation (GO:0046661)	6	0	.31	-	 < 0.01	7.36E-01
protein localization to Golgi apparatus (GO:0034067)	11	0	.56	-	 < 0.01	5.70E-01
establishment of spindle orientation (GO:0051294)	7	0	.36	-	 < 0.01	6.99E-01
establishment of spindle localization (GO:0051293)	11	0	.56	-	 < 0.01	5.70E-01
sarcomere organization (GO:0045214)	6	0	.31	-	 < 0.01	7.36E-01
very long-chain fatty acid metabolic process (GO:0000038)	20	0	1.02	-	 < 0.01	3.60E-01
calcium ion transmembrane import into cytosol (GO:0097553)	21	0	1.07	-	 < 0.01	3.42E-01
protein N-linked glycosylation via asparagine (GO:0018279)	8	0	.41	-	 < 0.01	6.65E-01
somatic diversification of immune receptors via germline recombination within a single locus (GO:0002562)	4	0	.20	-	 < 0.01	8.15E-01
somatic diversification of immune receptors (GO:0002200)	4	0	.20	-	 < 0.01	8.15E-01
positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)	6	0	.31	-	 < 0.01	7.36E-01
lymphocyte proliferation (GO:0046651)	38	0	1.94	-	 < 0.01	1.43E-01
regulation of transcription initiation from RNA polymerase II promoter (GO:0060260)	7	0	.36	-	 < 0.01	6.99E-01
negative regulation of sequestering of calcium ion (GO:0051283)	11	0	.56	-	 < 0.01	5.70E-01
regulation of sequestering of calcium ion (GO:0051282)	11	0	.56	-	 < 0.01	5.70E-01
triglyceride homeostasis (GO:0070328)	7	0	.36	-	 < 0.01	6.99E-01
ribosomal large subunit assembly (GO:0000027)	20	0	1.02	-	 < 0.01	3.60E-01
chromatin organization involved in negative regulation of transcription (GO:0097549)	27	0	1.38	-	 < 0.01	2.52E-01
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	3	0	.15	-	 < 0.01	8.58E-01
