Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUST00000020022	Ensembl Transcript	MGI:1931437	Smpdl3a	sphingomyelin phosphodiesterase, acid-like 3A	protein coding gene
ENSMUST00000020023	Ensembl Transcript	MGI:88930	Reep3	receptor accessory protein 3	protein coding gene
ENSMUST00000020027	Ensembl Transcript	MGI:1926228	Serinc1	serine incorporator 1	protein coding gene
ENSMUST00000020034	Ensembl Transcript	MGI:1277169	Echdc1	enoyl Coenzyme A hydratase domain containing 1	protein coding gene
ENSMUST00000020040	Ensembl Transcript	MGI:1328351	Nts	neurotensin	protein coding gene
ENSMUST00000020057	Ensembl Transcript	MGI:2135609	Lin7a	lin-7 homolog A (C. elegans)	protein coding gene
ENSMUST00000020062	Ensembl Transcript	MGI:2429498	Gprc6a	G protein-coupled receptor, family C, group 6, member A	protein coding gene
ENSMUST00000020064	Ensembl Transcript	MGI:1924546	Fam162b	family with sequence similarity 162, member B	protein coding gene
ENSMUST00000020071	Ensembl Transcript	MGI:98306	Sim1	single-minded family bHLH transcription factor 1	protein coding gene
ENSMUST00000020078	Ensembl Transcript	MGI:1195263	Lims1	LIM and senescent cell antigen-like domains 1	protein coding gene
ENSMUST00000020099	Ensembl Transcript	MGI:88351	Cdk1	cyclin-dependent kinase 1	protein coding gene
ENSMUST00000020102	Ensembl Transcript	MGI:3039629	Slc17a8	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8	protein coding gene
ENSMUST00000020103	Ensembl Transcript	MGI:1920537	Cabcoco1	ciliary associated calcium binding coiled-coil 1	protein coding gene
ENSMUST00000020106	Ensembl Transcript	MGI:2175912	Arid5b	AT rich interactive domain 5B (MRF1-like)	protein coding gene
ENSMUST00000020107	Ensembl Transcript	MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	protein coding gene
ENSMUST00000020109	Ensembl Transcript	MGI:1914269	Actr6	ARP6 actin-related protein 6	protein coding gene
ENSMUST00000020112	Ensembl Transcript	MGI:2442888	Uhrf1bp1l	UHRF1 (ICBP90) binding protein 1-like	protein coding gene
ENSMUST00000020118	Ensembl Transcript	MGI:1914853	Dusp6	dual specificity phosphatase 6	protein coding gene
ENSMUST00000020123	Ensembl Transcript	MGI:106920	Tmpo	thymopoietin	protein coding gene
ENSMUST00000020149	Ensembl Transcript	MGI:1914704	Ikbip	IKBKB interacting protein	protein coding gene
ENSMUST00000020153	Ensembl Transcript	MGI:1891704	Hbs1l	Hbs1-like (S. cerevisiae)	protein coding gene
ENSMUST00000020157	Ensembl Transcript	MGI:1306796	Apaf1	apoptotic peptidase activating factor 1	protein coding gene
ENSMUST00000020161	Ensembl Transcript	MGI:88070	Arg1	arginase, liver	protein coding gene
ENSMUST00000020163	Ensembl Transcript	MGI:97293	Nedd1	neural precursor cell expressed, developmentally down-regulated gene 1	protein coding gene
ENSMUST00000020165	Ensembl Transcript	MGI:1352752	Pde7b	phosphodiesterase 7B	protein coding gene
ENSMUST00000020169	Ensembl Transcript	MGI:2143702	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3	protein coding gene
ENSMUST00000020174	Ensembl Transcript	MGI:1858210	Stx7	syntaxin 7	protein coding gene
ENSMUST00000020182	Ensembl Transcript	MGI:1321392	Pex7	peroxisomal biogenesis factor 7	protein coding gene
ENSMUST00000020185	Ensembl Transcript	MGI:3605069	Il20ra	interleukin 20 receptor, alpha	protein coding gene
ENSMUST00000020188	Ensembl Transcript	MGI:107655	Ifngr1	interferon gamma receptor 1	protein coding gene
ENSMUST00000020190	Ensembl Transcript	MGI:1347055	Vnn3	vanin 3	protein coding gene
ENSMUST00000020203	Ensembl Transcript	MGI:1917128	Snrpf	small nuclear ribonucleoprotein polypeptide F	protein coding gene
ENSMUST00000020204	Ensembl Transcript	MGI:1888978	Ntn4	netrin 4	protein coding gene
ENSMUST00000020208	Ensembl Transcript	MGI:1261419	Fgd6	FYVE, RhoGEF and PH domain containing 6	protein coding gene
ENSMUST00000020209	Ensembl Transcript	MGI:1913664	Ndufa12	NADH:ubiquinone oxidoreductase subunit A12	protein coding gene
ENSMUST00000020212	Ensembl Transcript	MGI:1924298	Cep83	centrosomal protein 83	protein coding gene
ENSMUST00000020217	Ensembl Transcript	MGI:1918457	Nudt4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	protein coding gene
ENSMUST00000020220	Ensembl Transcript	MGI:1925226	Nuak1	NUAK family, SNF1-like kinase, 1	protein coding gene
ENSMUST00000020223	Ensembl Transcript	MGI:2444679	Tcp11l2	t-complex 11 (mouse) like 2	protein coding gene
ENSMUST00000020227	Ensembl Transcript	MGI:1270841	Cry1	cryptochrome 1 (photolyase-like)	protein coding gene
ENSMUST00000020234	Ensembl Transcript	MGI:98754	Timp3	tissue inhibitor of metalloproteinase 3	protein coding gene
ENSMUST00000020241	Ensembl Transcript	MGI:97473	Pah	phenylalanine hydroxylase	protein coding gene
ENSMUST00000020243	Ensembl Transcript	MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	protein coding gene
ENSMUST00000020249	Ensembl Transcript	MGI:1918962	Dram1	DNA-damage regulated autophagy modulator 1	protein coding gene
ENSMUST00000020251	Ensembl Transcript	MGI:3643902	Gnptab	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	protein coding gene
ENSMUST00000020255	Ensembl Transcript	MGI:2384916	Slc5a8	solute carrier family 5 (iodide transporter), member 8	protein coding gene
ENSMUST00000020258	Ensembl Transcript	MGI:1914595	Herc4	hect domain and RLD 4	protein coding gene
ENSMUST00000020263	Ensembl Transcript	MGI:1926462	Hnrnph3	heterogeneous nuclear ribonucleoprotein H3	protein coding gene
ENSMUST00000020266	Ensembl Transcript	MGI:1915621	Pbld1	phenazine biosynthesis-like protein domain containing 1	protein coding gene
ENSMUST00000020268	Ensembl Transcript	MGI:1914750	Ccar1	cell division cycle and apoptosis regulator 1	protein coding gene
ENSMUST00000020270	Ensembl Transcript	MGI:2182303	Ddx50	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50	protein coding gene
ENSMUST00000020273	Ensembl Transcript	MGI:2441711	Supv3l1	suppressor of var1, 3-like 1 (S. cerevisiae)	protein coding gene
ENSMUST00000020277	Ensembl Transcript	MGI:2384910	Hkdc1	hexokinase domain containing 1	protein coding gene
ENSMUST00000020278	Ensembl Transcript	MGI:98477	Tacr2	tachykinin receptor 2	protein coding gene
ENSMUST00000020283	Ensembl Transcript	MGI:3037658	H2afy2	H2A histone family, member Y2	protein coding gene
ENSMUST00000020284	Ensembl Transcript	MGI:1919017	Tysnd1	trypsin domain containing 1	protein coding gene
ENSMUST00000020285	Ensembl Transcript	MGI:98230	Sar1a	secretion associated Ras related GTPase 1A	protein coding gene
ENSMUST00000020287	Ensembl Transcript	MGI:2685082	Npffr1	neuropeptide FF receptor 1	protein coding gene
ENSMUST00000020288	Ensembl Transcript	MGI:109198	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	protein coding gene
ENSMUST00000020289	Ensembl Transcript	MGI:1351623	Pald1	phosphatase domain containing, paladin 1	protein coding gene
ENSMUST00000020298	Ensembl Transcript	MGI:94873	Pcbd1	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1	protein coding gene
ENSMUST00000020301	Ensembl Transcript	MGI:1921298	Vsir	V-set immunoregulatory receptor	protein coding gene
ENSMUST00000020308	Ensembl Transcript	MGI:1921997	Ddit4	DNA-damage-inducible transcript 4	protein coding gene
ENSMUST00000020312	Ensembl Transcript	MGI:3026965	Mcu	mitochondrial calcium uniporter	protein coding gene
ENSMUST00000020315	Ensembl Transcript	MGI:1261820	Cand1	cullin associated and neddylation disassociated 1	protein coding gene
ENSMUST00000020316	Ensembl Transcript	MGI:1929658	Tbk1	TANK-binding kinase 1	protein coding gene
ENSMUST00000020317	Ensembl Transcript	MGI:1913499	Pno1	partner of NOB1 homolog	protein coding gene
ENSMUST00000020323	Ensembl Transcript	MGI:1859216	Avpr1a	arginine vasopressin receptor 1A	protein coding gene
ENSMUST00000020329	Ensembl Transcript	MGI:95294	Egfr	epidermal growth factor receptor	protein coding gene
ENSMUST00000020334	Ensembl Transcript	MGI:101857	Usp15	ubiquitin specific peptidase 15	protein coding gene
ENSMUST00000020339	Ensembl Transcript	MGI:1913937	Tbc1d15	TBC1 domain family, member 15	protein coding gene
ENSMUST00000020341	Ensembl Transcript	MGI:1913624	2310011J03Rik	RIKEN cDNA 2310011J03 gene	protein coding gene
ENSMUST00000020343	Ensembl Transcript	MGI:894308	Rab21	RAB21, member RAS oncogene family	protein coding gene
ENSMUST00000020346	Ensembl Transcript	MGI:1914066	Thap2	THAP domain containing, apoptosis associated protein 2	protein coding gene
ENSMUST00000020358	Ensembl Transcript	MGI:97842	Rab1a	RAB1A, member RAS oncogene family	protein coding gene
ENSMUST00000020362	Ensembl Transcript	MGI:1334203	Kcnmb1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	protein coding gene
ENSMUST00000020366	Ensembl Transcript	MGI:2387597	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	protein coding gene
ENSMUST00000020375	Ensembl Transcript	MGI:105933	Rab3ip	RAB3A interacting protein	protein coding gene
ENSMUST00000020378	Ensembl Transcript	MGI:3580298	Best3	bestrophin 3	protein coding gene
ENSMUST00000020381	Ensembl Transcript	MGI:1100860	Frs2	fibroblast growth factor receptor substrate 2	protein coding gene
ENSMUST00000020382	Ensembl Transcript	MGI:1927224	Yeats4	YEATS domain containing 4	protein coding gene
ENSMUST00000020383	Ensembl Transcript	MGI:1914581	Atp8b3	ATPase, class I, type 8B, member 3	protein coding gene
ENSMUST00000020392	Ensembl Transcript	MGI:1924647	9530003J23Rik	RIKEN cDNA 9530003J23 gene	protein coding gene
ENSMUST00000020397	Ensembl Transcript	MGI:1914582	Snrpd3	small nuclear ribonucleoprotein D3	protein coding gene
ENSMUST00000020399	Ensembl Transcript	MGI:1917824	Cpm	carboxypeptidase M	protein coding gene
ENSMUST00000020400	Ensembl Transcript	MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	protein coding gene
ENSMUST00000020403	Ensembl Transcript	MGI:1202907	Csrp2	cysteine and glycine-rich protein 2	protein coding gene
ENSMUST00000020410	Ensembl Transcript	MGI:1921112	Spata48	spermatogenesis associated 48	protein coding gene
ENSMUST00000020413	Ensembl Transcript	MGI:1855701	Zpbp	zona pellucida binding protein	protein coding gene
ENSMUST00000020420	Ensembl Transcript	MGI:107734	Ap3d1	adaptor-related protein complex 3, delta 1 subunit	protein coding gene
ENSMUST00000020434	Ensembl Transcript	MGI:1914787	Glipr1l2	GLI pathogenesis-related 1 like 2	protein coding gene
ENSMUST00000020439	Ensembl Transcript	MGI:1344332	Wif1	Wnt inhibitory factor 1	protein coding gene
ENSMUST00000020444	Ensembl Transcript	MGI:1913475	Llph	LLP homolog, long-term synaptic facilitation (Aplysia)	protein coding gene
ENSMUST00000020446	Ensembl Transcript	MGI:1915462	Tmbim4	transmembrane BAX inhibitor motif containing 4	protein coding gene
ENSMUST00000020448	Ensembl Transcript	MGI:1921164	Irak3	interleukin-1 receptor-associated kinase 3	protein coding gene
ENSMUST00000020449	Ensembl Transcript	MGI:2152895	Helb	helicase (DNA) B	protein coding gene
ENSMUST00000020450	Ensembl Transcript	MGI:1927848	Slc5a4a	solute carrier family 5, member 4a	protein coding gene
ENSMUST00000020463	Ensembl Transcript	MGI:1926081	Ncln	nicalin	protein coding gene
ENSMUST00000020478	Ensembl Transcript	MGI:1915183	Hcfc2	host cell factor C2	protein coding gene
ENSMUST00000020484	Ensembl Transcript	MGI:1354175	Txnrd1	thioredoxin reductase 1	protein coding gene
ENSMUST00000020488	Ensembl Transcript	MGI:106381	D10Wsu102e	DNA segment, Chr 10, Wayne State University 102, expressed	protein coding gene
ENSMUST00000020490	Ensembl Transcript	MGI:1924555	Wdr82	WD repeat domain containing 82	protein coding gene
ENSMUST00000020493	Ensembl Transcript	MGI:1916863	Pofut2	protein O-fucosyltransferase 2	protein coding gene
ENSMUST00000020497	Ensembl Transcript	MGI:2444680	Aldh1l2	aldehyde dehydrogenase 1 family, member L2	protein coding gene
ENSMUST00000020501	Ensembl Transcript	MGI:1336201	Sumo3	small ubiquitin-like modifier 3	protein coding gene
ENSMUST00000020504	Ensembl Transcript	MGI:1321133	Hint1	histidine triad nucleotide binding protein 1	protein coding gene
ENSMUST00000020507	Ensembl Transcript	MGI:1277980	Fgf18	fibroblast growth factor 18	protein coding gene
ENSMUST00000020508	Ensembl Transcript	MGI:1916601	Smim23	small integral membrane protein 23	protein coding gene
ENSMUST00000020513	Ensembl Transcript	MGI:2442119	Papolg	poly(A) polymerase gamma	protein coding gene
ENSMUST00000020522	Ensembl Transcript	MGI:97547	Pfkl	phosphofructokinase, liver, B-type	protein coding gene
ENSMUST00000020523	Ensembl Transcript	MGI:1919379	Pex13	peroxisomal biogenesis factor 13	protein coding gene
ENSMUST00000020531	Ensembl Transcript	MGI:96019	Hba-x	hemoglobin X, alpha-like embryonic chain in Hba complex	protein coding gene
ENSMUST00000020535	Ensembl Transcript	MGI:2685722	Hbq1a	hemoglobin, theta 1A	protein coding gene
ENSMUST00000020537	Ensembl Transcript	MGI:1202070	Nsg2	neuron specific gene family member 2	protein coding gene
ENSMUST00000020547	Ensembl Transcript	MGI:2684056	Vmn2r81	vomeronasal 2, receptor 81	protein coding gene
ENSMUST00000020549	Ensembl Transcript	MGI:99549	Gzmm	granzyme M (lymphocyte met-ase 1)	protein coding gene
ENSMUST00000020550	Ensembl Transcript	MGI:102657	Cdc34	cell division cycle 34	protein coding gene
ENSMUST00000020552	Ensembl Transcript	MGI:106618	Tpgs1	tubulin polyglutamylase complex subunit 1	protein coding gene
ENSMUST00000020554	Ensembl Transcript	MGI:103579	Madcam1	mucosal vascular addressin cell adhesion molecule 1	protein coding gene
ENSMUST00000020566	Ensembl Transcript	MGI:1338756	Theg	testicular haploid expressed gene	protein coding gene
ENSMUST00000020575	Ensembl Transcript	MGI:1890391	Fstl3	follistatin-like 3	protein coding gene
ENSMUST00000020576	Ensembl Transcript	MGI:102890	Ccng1	cyclin G1	protein coding gene
ENSMUST00000020577	Ensembl Transcript	MGI:1914362	Fgf22	fibroblast growth factor 22	protein coding gene
ENSMUST00000020578	Ensembl Transcript	MGI:1277103	Nudcd2	NudC domain containing 2	protein coding gene
ENSMUST00000020579	Ensembl Transcript	MGI:104667	Hmmr	hyaluronan mediated motility receptor (RHAMM)	protein coding gene
ENSMUST00000020586	Ensembl Transcript	MGI:1353479	Slc22a4	solute carrier family 22 (organic cation transporter), member 4	protein coding gene
ENSMUST00000020608	Ensembl Transcript	MGI:1321159	Ppp2ca	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	protein coding gene
ENSMUST00000020617	Ensembl Transcript	MGI:95561	Flt4	FMS-like tyrosine kinase 4	protein coding gene
ENSMUST00000020629	Ensembl Transcript	MGI:1338883	Gfpt2	glutamine fructose-6-phosphate transaminase 2	protein coding gene
ENSMUST00000020630	Ensembl Transcript	MGI:1342292	Hspa4	heat shock protein 4	protein coding gene
ENSMUST00000020643	Ensembl Transcript	MGI:2429762	Rufy1	RUN and FYVE domain containing 1	protein coding gene
ENSMUST00000020647	Ensembl Transcript	MGI:1915317	Mrnip	MRN complex interacting protein	protein coding gene
ENSMUST00000020649	Ensembl Transcript	MGI:109292	Rad50	RAD50 double strand break repair protein	protein coding gene
ENSMUST00000020650	Ensembl Transcript	MGI:96541	Il13	interleukin 13	protein coding gene
ENSMUST00000020653	Ensembl Transcript	MGI:1913647	Sar1b	secretion associated Ras related GTPase 1B	protein coding gene
ENSMUST00000020655	Ensembl Transcript	MGI:1924151	Jade2	jade family PHD finger 2	protein coding gene
ENSMUST00000020657	Ensembl Transcript	MGI:102944	Ube2b	ubiquitin-conjugating enzyme E2B	protein coding gene
ENSMUST00000020662	Ensembl Transcript	MGI:1933988	Kremen1	kringle containing transmembrane protein 1	protein coding gene
ENSMUST00000020664	Ensembl Transcript	MGI:96621	Itk	IL2 inducible T cell kinase	protein coding gene
ENSMUST00000020668	Ensembl Transcript	MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	protein coding gene
ENSMUST00000020672	Ensembl Transcript	MGI:96565	Fabp6	fatty acid binding protein 6	protein coding gene
ENSMUST00000020677	Ensembl Transcript	MGI:1097668	Upp1	uridine phosphorylase 1	protein coding gene
ENSMUST00000020679	Ensembl Transcript	MGI:2444671	Nipal4	NIPA-like domain containing 4	protein coding gene
ENSMUST00000020681	Ensembl Transcript	MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	protein coding gene
ENSMUST00000020683	Ensembl Transcript	MGI:1277962	Hus1	HUS1 checkpoint clamp component	protein coding gene
ENSMUST00000020692	Ensembl Transcript	MGI:108384	Btg2	B cell translocation gene 2, anti-proliferative	protein coding gene
ENSMUST00000020695	Ensembl Transcript	MGI:2443012	Tns3	tensin 3	protein coding gene
ENSMUST00000020699	Ensembl Transcript	MGI:1919212	Castor1	cytosolic arginine sensor for mTORC1 subunit 1	protein coding gene
ENSMUST00000020702	Ensembl Transcript	MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	protein coding gene
ENSMUST00000020704	Ensembl Transcript	MGI:96436	Igfbp1	insulin-like growth factor binding protein 1	protein coding gene
ENSMUST00000020706	Ensembl Transcript	MGI:99677	Adcy1	adenylate cyclase 1	protein coding gene
ENSMUST00000020707	Ensembl Transcript	MGI:95613	Gabra1	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1	protein coding gene
ENSMUST00000020712	Ensembl Transcript	MGI:1914680	4921536K21Rik	RIKEN cDNA 4921536K21 gene	protein coding gene
ENSMUST00000020717	Ensembl Transcript	MGI:99434	Arf5	ADP-ribosylation factor 5	protein coding gene
ENSMUST00000020719	Ensembl Transcript	MGI:1915112	2310033P09Rik	RIKEN cDNA 2310033P09 gene	protein coding gene
ENSMUST00000020753	Ensembl Transcript	MGI:1920574	Clhc1	clathrin heavy chain linker domain containing 1	protein coding gene
ENSMUST00000020754	Ensembl Transcript	MGI:1913994	Cfap36	cilia and flagella associated protein 36	protein coding gene
ENSMUST00000020755	Ensembl Transcript	MGI:2144474	Ppp4r3b	protein phosphatase 4 regulatory subunit 3B	protein coding gene
ENSMUST00000020759	Ensembl Transcript	MGI:1339998	Efemp1	epidermal growth factor-containing fibulin-like extracellular matrix protein 1	protein coding gene
ENSMUST00000020767	Ensembl Transcript	MGI:1860191	Polm	polymerase (DNA directed), mu	protein coding gene
ENSMUST00000020768	Ensembl Transcript	MGI:1933118	Pgam2	phosphoglycerate mutase 2	protein coding gene
ENSMUST00000020775	Ensembl Transcript	MGI:1915347	Dynll2	dynein light chain LC8-type 2	protein coding gene
ENSMUST00000020776	Ensembl Transcript	MGI:2144383	Ccdc117	coiled-coil domain containing 117	protein coding gene
ENSMUST00000020779	Ensembl Transcript	MGI:97137	Mpo	myeloperoxidase	protein coding gene
